race_key,first_lane,second_lane,third_lane,trifecta_odds,pred1,pred2,pred3,conf,p_model_raw,hit,returns,act1,act2,act3
2025-02-09-06-若 松,1,6,5,60.0,1,6,2,0.4226983,0.0052673364989459515,True,60.0,1,6,5
2025-02-09-07-若 松,2,1,5,16.8,2,1,3,1.1471734,0.005727718118578196,True,16.8,2,1,5
2025-02-09-08-若 松,1,6,3,23.3,1,6,2,0.8722505,0.01043463870882988,True,23.3,1,6,3
2025-02-09-09-若 松,3,2,4,113.6,5,2,1,0.9526327,0.001749659888446331,True,113.6,3,2,4
2025-02-09-10-若 松,2,1,6,43.6,2,1,3,0.7103152,0.005937379784882069,True,43.6,2,1,6
2025-02-09-11-若 松,1,5,3,24.3,1,2,5,1.011841,0.01147740799933672,True,24.3,1,5,3
2025-02-09-12-若 松,5,1,2,197.2,1,4,3,0.8000034,0.0016970668220892549,True,197.2,5,1,2
2025-02-10-01-若 松,4,3,2,469.4,1,3,6,1.2627976,0.00047228255425579846,True,469.4,4,3,2
2025-02-10-02-若 松,3,1,2,27.0,3,1,4,1.5121033,0.0056255594827234745,True,27.0,3,1,2
2025-02-10-03-若 松,1,5,6,27.4,1,4,6,0.8476718,0.0011289280373603106,True,27.4,1,5,6
2025-02-10-04-若 松,1,5,2,20.5,1,5,2,1.6526934,0.007951625622808933,True,20.5,1,5,2
2025-02-10-05-若 松,4,3,2,76.4,1,3,4,1.1161193,0.0024454130325466394,True,76.4,4,3,2
2025-02-10-06-若 松,3,5,1,67.3,1,3,5,0.0701797,0.01574482023715973,True,67.3,3,5,1
2025-02-10-07-若 松,1,5,3,19.5,1,3,5,1.2102584,0.009093794040381908,True,19.5,1,5,3
2025-02-10-08-若 松,1,5,2,22.4,1,5,2,0.6721527,0.01301728654652834,True,22.4,1,5,2
2025-02-10-09-若 松,1,2,4,8.6,1,2,6,1.6369492,0.007579996716231108,True,8.6,1,2,4
2025-02-10-10-若 松,1,2,6,6.3,1,2,3,0.7071862,0.009438508190214634,True,6.3,1,2,6
2025-02-10-11-若 松,1,2,3,8.1,1,3,2,1.718874,0.006486034952104092,True,8.1,1,2,3
2025-02-10-12-若 松,1,3,5,24.9,1,3,4,0.11057758,0.0032516526989638805,True,24.9,1,3,5
2025-02-11-01-若 松,4,2,1,154.0,1,2,4,0.51485646,0.019914571195840836,True,154.0,4,2,1
2025-02-11-02-若 松,1,4,2,32.4,1,3,4,1.6951457,0.0016372858081012964,True,32.4,1,4,2
2025-02-11-03-若 松,1,5,3,7.6,3,1,5,0.2339797,0.018555045127868652,True,7.6,1,5,3
2025-02-11-04-若 松,4,6,3,119.4,1,4,3,0.19398642,0.002035061363130808,True,119.4,4,6,3
2025-02-11-05-若 松,1,5,4,43.3,1,2,5,1.7884538,0.0023327411618083715,True,43.3,1,5,4
2025-02-11-06-若 松,1,5,2,17.5,1,2,3,1.2109168,0.005453081801533699,True,17.5,1,5,2
2025-02-11-07-若 松,6,2,1,115.8,1,2,6,0.46617067,0.01950993947684765,True,115.8,6,2,1
2025-02-11-08-若 松,1,3,5,28.0,1,3,6,1.6152908,0.0020015467889606953,True,28.0,1,3,5
2025-02-11-09-若 松,2,1,3,12.9,1,3,2,0.11749065,0.02327631041407585,True,12.9,2,1,3
2025-02-11-10-若 松,1,3,5,17.5,1,6,2,0.092240095,0.001468512462452054,True,17.5,1,3,5
2025-02-11-11-若 松,1,6,2,30.8,1,2,3,0.5051927,0.006989696063101292,True,30.8,1,6,2
2025-02-11-12-若 松,1,5,3,26.9,1,4,3,1.4822264,0.006568928249180317,True,26.9,1,5,3
2025-02-12-01-若 松,1,5,2,35.8,1,4,5,1.367703,0.005824212450534105,True,35.8,1,5,2
2025-02-12-02-若 松,1,4,6,133.0,1,2,3,0.82948244,0.0010765845654532313,True,133.0,1,4,6
2025-02-12-03-若 松,5,1,3,209.1,1,3,5,0.11389512,0.01502255629748106,True,209.1,5,1,3
2025-02-12-04-若 松,3,2,5,345.5,4,1,2,0.6111131,0.0002508870093151927,True,345.5,3,2,5
2025-02-12-05-若 松,1,2,4,6.6,1,2,4,0.7863858,0.013974257744848728,True,6.6,1,2,4
2025-02-12-06-若 松,4,1,3,52.7,1,4,3,0.7530715,0.014219654724001884,True,52.7,4,1,3
2025-02-12-07-若 松,1,2,3,9.0,1,2,3,0.29807627,0.012756261974573135,True,9.0,1,2,3
2025-02-12-08-若 松,2,1,3,16.0,4,2,1,0.47943848,0.007457437925040722,True,16.0,2,1,3
2025-02-12-09-若 松,1,5,3,33.6,1,3,2,1.2284592,0.005174232646822929,True,33.6,1,5,3
2025-02-12-10-若 松,1,3,4,7.8,3,1,4,0.01980269,0.01697726361453533,True,7.8,1,3,4
2025-02-12-11-若 松,5,3,1,237.3,3,1,2,0.14049739,0.008812016807496548,True,237.3,5,3,1
2025-02-12-12-若 松,1,3,6,20.6,1,2,3,0.7116951,0.007108036428689957,True,20.6,1,3,6
2025-02-16-01-若 松,6,4,3,617.9,4,1,3,0.232974,0.005031472537666559,True,617.9,6,4,3
2025-02-16-02-若 松,1,4,6,50.0,1,4,3,1.1374304,0.00848398543894291,True,50.0,1,4,6
2025-02-16-03-若 松,1,4,6,261.5,1,2,5,0.9902044,0.0035734374541789293,True,261.5,1,4,6
2025-02-16-04-若 松,2,4,3,77.8,2,4,1,1.412665,0.007813767530024052,True,77.8,2,4,3
2025-02-16-05-若 松,1,4,2,8.5,1,2,4,0.8871425,0.016357416287064552,True,8.5,1,4,2
2025-02-16-06-若 松,1,3,6,7.5,1,3,2,0.6281371,0.003182461950927973,True,7.5,1,3,6
2025-02-16-07-若 松,2,1,6,8.8,1,3,2,0.8624722,0.007858077995479107,True,8.8,2,1,6
2025-02-16-08-若 松,1,4,2,17.2,1,2,3,0.4790897,0.010172664187848568,True,17.2,1,4,2
2025-02-16-09-若 松,1,6,3,106.6,1,3,2,0.7498138,0.007448079064488411,True,106.6,1,6,3
2025-02-16-10-若 松,1,3,5,53.1,1,3,5,1.3884472,0.007497044280171394,True,53.1,1,3,5
2025-02-16-11-若 松,5,1,6,98.7,5,2,1,0.24383608,0.004979568067938089,True,98.7,5,1,6
2025-02-16-12-若 松,1,2,3,6.8,1,3,2,0.60155475,0.019744882360100746,True,6.8,1,2,3
2025-02-17-01-若 松,4,1,3,42.8,4,1,3,1.1577604,0.012902604416012764,True,42.8,4,1,3
2025-02-17-02-若 松,4,1,3,22.1,3,1,2,0.73731863,0.009963949210941792,True,22.1,4,1,3
2025-02-17-03-若 松,4,3,1,20.7,4,1,3,2.173646,0.004536623600870371,True,20.7,4,3,1
2025-02-17-04-若 松,3,6,5,20.6,1,2,6,0.593787,0.0010815541027113795,True,20.6,3,6,5
2025-02-17-05-若 松,1,5,4,29.7,1,2,4,0.7736176,0.005858302116394043,True,29.7,1,5,4
2025-02-17-06-若 松,1,4,2,8.6,1,4,2,0.26134157,0.008667346090078354,True,8.6,1,4,2
2025-02-17-07-若 松,1,3,6,78.7,1,5,2,0.56599015,0.001327342470176518,True,78.7,1,3,6
2025-02-17-08-若 松,1,2,3,2.4,1,2,3,0.6672627,0.013076660223305225,True,2.4,1,2,3
2025-02-17-09-若 松,1,3,4,56.0,1,4,2,1.5137993,0.003382476745173335,True,56.0,1,3,4
2025-02-17-10-若 松,1,3,5,42.3,1,4,3,0.19171971,0.0030528369825333357,True,42.3,1,3,5
2025-02-17-11-若 松,1,4,2,19.7,1,3,6,1.4666373,0.0015197291504591703,True,19.7,1,4,2
2025-02-17-12-若 松,1,5,3,32.3,1,5,3,1.1037763,0.012795946560800076,True,32.3,1,5,3
2025-02-18-01-若 松,5,3,1,105.7,1,3,5,0.4290595,0.011762475594878197,True,105.7,5,3,1
2025-02-18-02-若 松,1,6,5,50.6,3,6,1,0.0456869,0.002461677649989724,True,50.6,1,6,5
2025-02-18-03-若 松,2,4,5,111.0,2,4,1,0.861035,0.0053335255943238735,True,111.0,2,4,5
2025-02-18-04-若 松,4,1,5,52.6,4,1,3,0.71363217,0.010465853847563267,True,52.6,4,1,5
2025-02-18-05-若 松,1,2,4,3.9,1,4,3,1.5392478,0.005121755413711071,True,3.9,1,2,4
2025-02-18-06-若 松,1,2,5,9.2,1,5,2,1.1145198,0.014372214674949646,True,9.2,1,2,5
2025-02-18-07-若 松,1,6,2,15.0,1,6,2,1.2991414,0.011210800148546696,True,15.0,1,6,2
2025-02-18-08-若 松,1,2,4,10.6,1,2,4,1.6361202,0.007396062836050987,True,10.6,1,2,4
2025-02-18-09-若 松,1,4,2,6.0,1,4,2,0.58983177,0.013036562129855156,True,6.0,1,4,2
2025-02-18-10-若 松,3,1,2,13.5,2,1,3,0.304065,0.022924058139324188,True,13.5,3,1,2
2025-02-18-11-若 松,1,3,4,5.3,3,1,4,0.22059834,0.0134553462266922,True,5.3,1,3,4
2025-02-18-12-若 松,3,1,4,9.2,1,3,4,1.0420758,0.015692749992012978,True,9.2,3,1,4
2025-02-19-01-若 松,2,1,3,14.7,1,2,3,0.6404574,0.016978561878204346,True,14.7,2,1,3
2025-02-19-02-若 松,5,6,3,1282.1,1,4,3,1.6062063,0.0003450173535384238,True,1282.1,5,6,3
2025-02-19-03-若 松,5,1,2,115.6,5,1,3,0.17010659,0.00948094017803669,True,115.6,5,1,2
2025-02-19-04-若 松,1,4,5,124.2,1,2,4,0.8881608,0.0034298247192054987,True,124.2,1,4,5
2025-02-19-05-若 松,1,2,3,7.0,1,3,2,0.7379096,0.014898017980158329,True,7.0,1,2,3
2025-02-19-06-若 松,1,3,4,13.5,1,4,3,1.5252221,0.009687124751508236,True,13.5,1,3,4
2025-02-19-07-若 松,1,4,6,6.3,1,4,6,0.83793217,0.010314708575606346,True,6.3,1,4,6
2025-02-19-08-若 松,1,5,6,77.5,1,3,6,0.9202854,0.0020070208702236414,True,77.5,1,5,6
2025-02-19-09-若 松,1,3,4,9.5,1,3,2,0.6346692,0.0056769708171486855,True,9.5,1,3,4
2025-02-19-10-若 松,1,3,4,6.4,1,2,4,1.2306217,0.006025699432939291,True,6.4,1,3,4
2025-02-19-11-若 松,1,2,3,6.3,1,2,4,1.4451851,0.0028081415221095085,True,6.3,1,2,3
2025-02-19-12-若 松,1,2,5,28.6,1,2,4,1.5609719,0.003281093668192625,True,28.6,1,2,5
2025-02-20-01-若 松,3,5,2,282.5,1,2,6,0.44892904,0.002082983497530222,True,282.5,3,5,2
2025-02-20-02-若 松,2,5,3,216.5,2,1,3,0.13210562,0.010743648745119572,True,216.5,2,5,3
2025-02-20-03-若 松,1,3,2,14.8,1,4,2,0.21388865,0.005187274422496557,True,14.8,1,3,2
2025-02-20-04-若 松,5,2,3,22.2,5,1,2,0.007988811,0.003252413822337985,True,22.2,5,2,3
2025-02-20-05-若 松,1,2,4,3.7,1,2,4,1.1110518,0.011466308496892452,True,3.7,1,2,4
2025-02-20-06-若 松,2,1,6,22.2,1,2,6,0.6497941,0.013785876333713531,True,22.2,2,1,6
2025-02-20-07-若 松,4,1,3,15.4,1,4,3,0.7274167,0.013413866050541401,True,15.4,4,1,3
2025-02-20-08-若 松,1,3,5,7.6,1,3,2,0.99898666,0.005042881704866886,True,7.6,1,3,5
2025-02-20-09-若 松,1,2,3,5.1,1,3,2,1.933779,0.005523045547306538,True,5.1,1,2,3
2025-02-20-10-若 松,1,2,3,7.8,1,2,3,1.0390664,0.014267348684370518,True,7.8,1,2,3
2025-02-20-11-若 松,1,2,5,11.9,1,2,3,0.9841862,0.0033659031614661217,True,11.9,1,2,5
2025-02-20-12-若 松,3,4,1,397.9,1,3,4,0.85427076,0.009914867579936981,True,397.9,3,4,1
2025-02-26-01-若 松,3,5,1,45.6,3,1,5,1.0889053,0.010344539768993855,True,45.6,3,5,1
2025-02-26-02-若 松,1,4,3,21.9,1,2,3,1.1791301,0.008967828936874866,True,21.9,1,4,3
2025-02-26-03-若 松,1,5,2,24.2,1,2,5,0.43272617,0.01356041245162487,True,24.2,1,5,2
2025-02-26-04-若 松,3,4,1,132.7,3,4,1,1.4376645,0.006730160675942898,True,132.7,3,4,1
2025-02-26-05-若 松,2,1,3,12.0,1,2,3,0.30877304,0.01645735837519169,True,12.0,2,1,3
2025-02-26-06-若 松,4,3,2,87.7,4,2,3,1.3055096,0.011015865951776505,True,87.7,4,3,2
2025-02-26-07-若 松,4,2,6,54.1,2,4,6,1.5417061,0.008565847761929035,True,54.1,4,2,6
2025-02-26-08-若 松,3,1,4,19.8,1,3,4,0.42093682,0.014843063428997993,True,19.8,3,1,4
2025-02-26-09-若 松,1,2,5,6.6,1,2,4,0.97785866,0.005560194607824087,True,6.6,1,2,5
2025-02-26-10-若 松,3,4,1,31.1,1,4,3,0.16223955,0.01822660118341446,True,31.1,3,4,1
2025-02-26-11-若 松,2,1,6,20.8,2,4,3,0.81428826,0.0012742100516334176,True,20.8,2,1,6
2025-02-26-12-若 松,2,1,5,24.5,1,2,4,0.19306582,0.0016613251063972712,True,24.5,2,1,5
2025-02-27-01-若 松,1,2,5,16.2,5,2,1,1.1585505,0.015780555084347725,True,16.2,1,2,5
2025-02-27-02-若 松,3,5,1,33.7,1,3,5,0.16932023,0.014411372132599354,True,33.7,3,5,1
2025-02-27-03-若 松,1,5,4,15.6,1,5,4,0.12645364,0.012961787171661854,True,15.6,1,5,4
2025-02-27-04-若 松,1,3,5,12.9,1,3,5,1.2905589,0.01210508868098259,True,12.9,1,3,5
2025-02-27-05-若 松,1,3,4,18.3,3,4,1,0.7395797,0.007238092832267284,True,18.3,1,3,4
2025-02-27-06-若 松,1,6,3,16.1,1,3,6,1.6953832,0.004850525408983231,True,16.1,1,6,3
2025-02-27-07-若 松,1,3,2,46.0,1,4,2,1.1659687,0.007963942363858223,True,46.0,1,3,2
2025-02-27-08-若 松,1,3,6,13.0,1,2,3,0.9792599,0.0021459758281707764,True,13.0,1,3,6
2025-02-27-09-若 松,3,1,6,26.9,1,3,2,0.14569044,0.007380413822829723,True,26.9,3,1,6
2025-02-27-10-若 松,3,4,1,19.7,2,4,3,0.111012876,0.004993967711925507,True,19.7,3,4,1
2025-02-27-11-若 松,3,1,6,232.2,1,3,2,0.3437351,0.0031518309842795134,True,232.2,3,1,6
2025-02-27-12-若 松,1,3,6,6.3,4,1,6,0.07097316,0.0029068714939057827,True,6.3,1,3,6
2025-02-28-01-若 松,3,1,4,15.8,1,4,3,1.3191532,0.014693526551127434,True,15.8,3,1,4
2025-02-28-02-若 松,1,5,3,116.5,1,5,4,1.0242441,0.010246076621115208,True,116.5,1,5,3
2025-02-28-03-若 松,1,3,4,8.2,1,6,2,0.42568788,0.004370058886706829,True,8.2,1,3,4
2025-02-28-04-若 松,1,4,5,37.5,1,3,4,0.82873255,0.0031178027857095003,True,37.5,1,4,5
2025-02-28-05-若 松,1,2,4,7.0,1,2,4,1.3427298,0.008792981505393982,True,7.0,1,2,4
2025-02-28-06-若 松,1,3,5,12.5,1,3,5,0.38557196,0.016246335580945015,True,12.5,1,3,5
2025-02-28-07-若 松,5,1,2,22.8,5,1,2,0.50820494,0.0124948900192976,True,22.8,5,1,2
2025-02-28-08-若 松,1,2,4,4.2,1,4,2,1.8581667,0.0063496981747448444,True,4.2,1,2,4
2025-02-28-09-若 松,1,2,3,6.4,1,2,3,1.9679663,0.005847532767802477,True,6.4,1,2,3
2025-02-28-10-若 松,1,3,5,6.2,1,3,4,1.353609,0.004994037561118603,True,6.2,1,3,5
2025-02-28-11-若 松,1,2,5,10.2,1,3,2,0.035429835,0.0012742584804072976,True,10.2,1,2,5
2025-02-28-12-若 松,1,3,5,4.8,1,3,6,1.0182039,0.005885843653231859,True,4.8,1,3,5
2025-03-01-01-若 松,3,1,2,37.2,3,2,1,1.9894058,0.0035795860458165407,True,37.2,3,1,2
2025-03-01-02-若 松,6,2,1,32.0,6,2,1,0.04215157,0.013900602236390114,True,32.0,6,2,1
2025-03-01-03-若 松,1,2,3,9.7,1,2,3,0.5060023,0.010094230994582176,True,9.7,1,2,3
2025-03-01-04-若 松,3,6,2,188.1,3,1,2,1.5782578,0.0017809532582759857,True,188.1,3,6,2
2025-03-01-05-若 松,3,2,4,12.0,4,3,5,1.3530116,0.00722834188491106,True,12.0,3,2,4
2025-03-01-06-若 松,4,1,3,84.1,4,3,1,1.3510122,0.009969770908355713,True,84.1,4,1,3
2025-03-01-07-若 松,1,2,4,49.9,1,3,4,0.7709907,0.006031031720340252,True,49.9,1,2,4
2025-03-01-08-若 松,2,1,5,8.1,1,2,5,0.6697389,0.010395703837275505,True,8.1,2,1,5
2025-03-01-09-若 松,1,2,6,10.3,1,4,3,1.1106666,0.003011538414284587,True,10.3,1,2,6
2025-03-01-10-若 松,1,2,4,12.2,1,5,2,0.37674224,0.008369220420718193,True,12.2,1,2,4
2025-03-01-11-若 松,1,4,6,42.1,1,3,5,1.1886146,0.0018503599567338824,True,42.1,1,4,6
2025-03-01-12-若 松,1,2,3,21.0,1,3,4,1.2971011,0.007378989830613136,True,21.0,1,2,3
2025-03-02-01-若 松,1,4,2,34.6,1,4,3,1.3344892,0.005941299721598625,True,34.6,1,4,2
2025-03-02-02-若 松,1,4,2,10.8,1,4,3,0.9709181,0.00885410513728857,True,10.8,1,4,2
2025-03-02-03-若 松,3,2,5,59.6,3,5,2,0.3942219,0.022726552560925484,True,59.6,3,2,5
2025-03-02-04-若 松,4,2,6,29.8,4,1,2,0.23355627,0.003537160577252507,True,29.8,4,2,6
2025-03-02-05-若 松,1,4,3,16.7,1,3,4,0.9371276,0.013594052754342556,True,16.7,1,4,3
2025-03-02-06-若 松,1,5,4,12.9,2,1,5,0.22316945,0.002633007476106286,True,12.9,1,5,4
2025-03-02-07-若 松,1,2,6,6.5,1,2,6,1.2434433,0.00776341836899519,True,6.5,1,2,6
2025-03-02-08-若 松,1,2,3,7.4,1,3,2,0.23800665,0.014423167333006859,True,7.4,1,2,3
2025-03-02-09-若 松,1,3,5,13.8,1,2,3,0.4730507,0.001600764924660325,True,13.8,1,3,5
2025-03-02-10-若 松,4,5,3,337.5,4,1,3,1.4821615,0.0020885071717202663,True,337.5,4,5,3
2025-03-02-11-若 松,1,2,4,5.4,1,2,3,0.33309805,0.008141920901834965,True,5.4,1,2,4
2025-03-02-12-若 松,6,5,1,,6,5,3,0.94729,0.009956608526408672,True,,6,5,1
2025-03-03-01-若 松,2,1,4,37.5,2,1,5,2.0368876,0.00425043236464262,True,37.5,2,1,4
2025-03-03-02-若 松,6,1,5,373.4,6,2,1,1.2023375,0.002169871237128973,True,373.4,6,1,5
2025-03-03-03-若 松,5,1,6,113.7,5,1,3,1.3739988,0.0032118181698024273,True,113.7,5,1,6
2025-03-03-04-若 松,1,3,2,7.5,1,3,2,0.6740013,0.01715368777513504,True,7.5,1,3,2
2025-03-03-05-若 松,1,3,4,23.6,1,4,2,0.9810939,0.006642870604991913,True,23.6,1,3,4
2025-03-03-06-若 松,1,4,6,36.0,1,2,6,0.9256934,0.004849137272685766,True,36.0,1,4,6
2025-03-03-07-若 松,3,1,4,65.5,1,3,4,0.78421223,0.011775433085858822,True,65.5,3,1,4
2025-03-03-08-若 松,5,3,4,79.1,3,1,5,0.6702888,0.0026236092671751976,True,79.1,5,3,4
2025-03-03-09-若 松,1,4,5,11.7,1,4,3,1.0009668,0.005067932419478893,True,11.7,1,4,5
2025-03-03-10-若 松,3,4,5,81.4,4,3,1,0.6188138,0.005340137984603643,True,81.4,3,4,5
2025-03-03-11-若 松,6,1,2,678.0,4,2,6,0.62458485,0.004661077167838812,True,678.0,6,1,2
2025-03-03-12-若 松,1,2,5,22.8,1,2,3,0.4760192,0.005362248979508877,True,22.8,1,2,5
2025-03-12-01-若 松,1,2,3,38.6,1,6,3,1.0266852,0.0054092141799628735,True,38.6,1,2,3
2025-03-12-02-若 松,2,1,5,40.2,2,1,4,0.9396844,0.0030631553381681442,True,40.2,2,1,5
2025-03-12-03-若 松,1,2,3,25.5,1,5,2,1.7372127,0.002264630515128374,True,25.5,1,2,3
2025-03-12-04-若 松,1,6,2,41.1,1,2,6,0.041786075,0.016576630994677544,True,41.1,1,6,2
2025-03-12-05-若 松,1,2,5,6.0,1,2,3,1.0450752,0.0018989011878147721,True,6.0,1,2,5
2025-03-12-06-若 松,6,1,3,195.5,4,1,3,0.40680987,0.006875898223370314,True,195.5,6,1,3
2025-03-12-07-若 松,1,2,6,4.6,1,2,6,0.98076534,0.016021613031625748,True,4.6,1,2,6
2025-03-12-08-若 松,1,4,6,94.0,1,3,2,1.6836239,0.0021179700270295143,True,94.0,1,4,6
2025-03-12-09-若 松,1,2,5,35.7,1,2,6,1.9385575,0.004263249691575766,True,35.7,1,2,5
2025-03-12-10-若 松,1,2,4,5.9,1,4,2,0.1249665,0.019923821091651917,True,5.9,1,2,4
2025-03-12-11-若 松,1,6,3,25.3,3,1,6,0.2255528,0.01232589315623045,True,25.3,1,6,3
2025-03-12-12-若 松,3,2,1,206.0,1,2,3,0.2458288,0.01562618277966976,True,206.0,3,2,1
2025-03-13-01-若 松,1,2,4,8.4,1,2,3,0.7063938,0.005662292707711458,True,8.4,1,2,4
2025-03-13-02-若 松,1,3,2,28.6,1,3,4,1.4671352,0.005557231605052948,True,28.6,1,3,2
2025-03-13-03-若 松,3,2,5,438.2,1,2,3,0.28559166,0.0028810028452426195,True,438.2,3,2,5
2025-03-13-04-若 松,1,3,2,21.6,1,3,2,1.2005547,0.010792216286063194,True,21.6,1,3,2
2025-03-13-05-若 松,1,2,4,3.7,1,2,5,1.198057,0.007963583804666996,True,3.7,1,2,4
2025-03-13-06-若 松,1,2,5,11.7,1,2,6,0.8010371,0.005639689043164253,True,11.7,1,2,5
2025-03-13-07-若 松,1,6,4,53.0,1,4,6,1.3855991,0.00973211694508791,True,53.0,1,6,4
2025-03-13-08-若 松,2,1,5,34.2,1,2,3,0.9430212,0.003782415296882391,True,34.2,2,1,5
2025-03-13-09-若 松,3,6,2,73.5,1,3,2,0.6153996,0.0006401195423677564,True,73.5,3,6,2
2025-03-13-10-若 松,6,1,2,35.0,1,6,4,0.87517726,0.0039396751672029495,True,35.0,6,1,2
2025-03-13-11-若 松,2,6,1,862.7,1,2,4,0.28844923,0.008327212184667587,True,862.7,2,6,1
2025-03-13-12-若 松,3,1,5,164.9,3,1,2,0.15105379,0.009228597395122051,True,164.9,3,1,5
2025-03-14-01-若 松,5,3,6,380.5,5,1,3,0.15519321,0.0021640926133841276,True,380.5,5,3,6
2025-03-14-02-若 松,4,1,6,36.8,4,1,3,1.2271895,0.002931334776803851,True,36.8,4,1,6
2025-03-14-03-若 松,2,6,1,40.9,1,2,5,0.45170844,0.00858230609446764,True,40.9,2,6,1
2025-03-14-04-若 松,3,5,6,89.3,2,3,5,0.037507057,0.0014757568715140224,True,89.3,3,5,6
2025-03-14-05-若 松,4,2,1,34.3,4,2,1,1.2777612,0.014703565277159214,True,34.3,4,2,1
2025-03-14-06-若 松,1,4,2,18.0,1,5,3,1.413116,0.0031698127277195454,True,18.0,1,4,2
2025-03-14-07-若 松,1,2,3,14.0,1,4,3,1.0894184,0.006808015052229166,True,14.0,1,2,3
2025-03-14-08-若 松,1,2,3,5.4,1,2,3,0.7250752,0.011852897703647614,True,5.4,1,2,3
2025-03-14-09-若 松,2,1,6,29.2,1,2,3,0.24241066,0.01245134137570858,True,29.2,2,1,6
2025-03-14-10-若 松,1,6,3,138.8,3,1,2,0.27393734,0.003094432642683387,True,138.8,1,6,3
2025-03-14-11-若 松,1,5,3,41.2,1,2,3,0.73189646,0.005379121284931898,True,41.2,1,5,3
2025-03-14-12-若 松,2,1,4,56.7,2,1,4,0.27073044,0.016142021864652634,True,56.7,2,1,4
2025-03-15-01-若 松,2,3,1,50.7,1,2,3,0.15872145,0.01518638152629137,True,50.7,2,3,1
2025-03-15-02-若 松,6,1,3,136.8,6,1,3,0.031638086,0.013323052786290646,True,136.8,6,1,3
2025-03-15-03-若 松,2,1,3,14.3,1,2,3,0.39916033,0.014794586226344109,True,14.3,2,1,3
2025-03-15-04-若 松,2,3,1,66.1,2,1,3,0.1033963,0.01207792665809393,True,66.1,2,3,1
2025-03-15-05-若 松,2,4,1,48.4,2,1,4,0.16287488,0.023297082632780075,True,48.4,2,4,1
2025-03-15-06-若 松,1,3,4,4.3,1,3,6,0.97098464,0.008793328888714314,True,4.3,1,3,4
2025-03-15-07-若 松,1,4,2,9.1,1,4,2,0.5375458,0.018856318667531013,True,9.1,1,4,2
2025-03-15-08-若 松,2,1,4,36.9,1,4,2,0.43239927,0.018957950174808502,True,36.9,2,1,4
2025-03-15-09-若 松,1,2,3,21.2,1,4,3,1.3162196,0.006937946658581495,True,21.2,1,2,3
2025-03-15-10-若 松,1,2,4,6.1,1,2,3,0.3758018,0.010060248896479607,True,6.1,1,2,4
2025-03-15-11-若 松,5,4,1,318.7,1,4,2,0.38438767,0.005807030946016312,True,318.7,5,4,1
2025-03-15-12-若 松,4,5,1,121.2,1,2,3,1.3874029,0.00354249426163733,True,121.2,4,5,1
2025-03-17-01-若 松,3,5,6,127.6,3,5,1,0.7686676,0.0063798557966947556,True,127.6,3,5,6
2025-03-17-02-若 松,6,5,2,250.5,1,5,4,0.19749337,0.0012864404125139117,True,250.5,6,5,2
2025-03-17-03-若 松,6,1,2,53.4,1,6,2,0.30929947,0.01821025274693966,True,53.4,6,1,2
2025-03-17-04-若 松,2,1,6,17.5,2,1,3,1.7334714,0.0053251939825713634,True,17.5,2,1,6
2025-03-17-05-若 松,1,3,5,18.7,1,3,5,0.39079273,0.020494598895311356,True,18.7,1,3,5
2025-03-17-06-若 松,1,2,3,5.8,1,2,5,0.4829315,0.006757487077265978,True,5.8,1,2,3
2025-03-17-07-若 松,1,2,3,12.1,2,1,3,0.5171817,0.014364267699420452,True,12.1,1,2,3
2025-03-17-08-若 松,1,2,3,2.6,1,2,3,0.75294393,0.011677049100399017,True,2.6,1,2,3
2025-03-17-09-若 松,1,4,6,12.2,2,1,4,0.30076337,0.0022237952798604965,True,12.2,1,4,6
2025-03-17-10-若 松,5,3,6,1705.3,1,3,2,1.0848644,0.00046879571164026856,True,1705.3,5,3,6
2025-03-17-11-若 松,1,2,6,15.5,1,2,4,1.8446189,0.005286744330078363,True,15.5,1,2,6
2025-03-17-12-若 松,1,3,2,9.7,1,3,2,0.41111052,0.01660035364329815,True,9.7,1,3,2
2025-03-19-01-若 松,6,2,1,249.6,2,1,6,0.15738672,0.022000934928655624,True,249.6,6,2,1
2025-03-19-02-若 松,2,1,4,50.6,2,1,4,1.9711365,0.004027776885777712,True,50.6,2,1,4
2025-03-19-03-若 松,2,4,3,86.0,2,1,6,1.5722727,0.0028894084971398115,True,86.0,2,4,3
2025-03-19-04-若 松,1,4,2,10.1,1,2,6,0.8525641,0.00878036767244339,True,10.1,1,4,2
2025-03-19-05-若 松,1,4,2,6.2,1,2,6,1.7716409,0.003485210705548525,True,6.2,1,4,2
2025-03-19-06-若 松,1,5,4,14.6,1,3,5,1.6443083,0.005465672817081213,True,14.6,1,5,4
2025-03-19-07-若 松,6,2,3,81.8,6,2,1,0.028704852,0.009119352325797081,True,81.8,6,2,3
2025-03-19-08-若 松,1,3,5,15.5,1,3,5,0.36750203,0.00881148874759674,True,15.5,1,3,5
2025-03-19-09-若 松,1,4,3,8.4,1,4,2,0.017178774,0.009249635972082615,True,8.4,1,4,3
2025-03-19-10-若 松,1,3,6,11.5,1,3,6,1.0271256,0.01639014668762684,True,11.5,1,3,6
2025-03-19-11-若 松,1,2,3,6.9,1,2,3,0.09187865,0.025595812126994133,True,6.9,1,2,3
2025-03-19-12-若 松,1,3,2,40.2,1,4,2,1.5685973,0.0077020092867314816,True,40.2,1,3,2
2025-03-20-01-若 松,6,1,2,12.6,6,2,1,2.141288,0.00477285822853446,True,12.6,6,1,2
